"Ref_Occ","Spouse_Occ","pct_couples","ref_person"
"Construction supervisors","Secretaries and administrative assistants",0.0939651680842446,"Husband"
"Construction supervisors","Elementary and middle school teachers",0.0684487646820575,"Husband"
"Construction supervisors","Registered nurses",0.050627784528149,"Husband"
"Construction supervisors","Bookkeeping, accounting, and auditing clerks",0.0299716484406642,"Husband"
"Construction supervisors","Office and administrative support supervisors",0.0287565816119887,"Husband"
"Construction supervisors","Accountants and auditors",0.0263264479546375,"Husband"
"Construction supervisors","Miscellaneous managers",0.0255164034021871,"Husband"
"Construction supervisors","Retail sales supervisors",0.023086269744836,"Husband"
"Construction supervisors","Teacher assistants",0.0182260024301337,"Husband"
"Construction supervisors","Customer service representatives",0.0178209801539085,"Husband"
"Masons and iron workers","Secretaries and administrative assistants",0.0916030534351145,"Husband"
"Masons and iron workers","Elementary and middle school teachers",0.0801526717557252,"Husband"
"Masons and iron workers","Registered nurses",0.0610687022900763,"Husband"
"Carpenters","Secretaries and administrative assistants",0.0703060380479735,"Husband"
"Carpenters","Registered nurses",0.054177005789909,"Husband"
"Carpenters","Elementary and middle school teachers",0.0525227460711332,"Husband"
"Carpenters","Bookkeeping, accounting, and auditing clerks",0.0277088502894955,"Husband"
"Carpenters","Miscellaneous managers",0.0244003308519438,"Husband"
"Carpenters","Customer service representatives",0.0235732009925558,"Husband"
"Carpenters","Retail sales supervisors",0.0227460711331679,"Husband"
"Carpenters","Office and administrative support supervisors",0.021505376344086,"Husband"
"Carpenters","Teacher assistants",0.0206782464846981,"Husband"
"Carpenters","General office clerks",0.0206782464846981,"Husband"
"Carpet, floor, and tile installers and finishers","Secretaries and administrative assistants",0.0686695278969957,"Husband"
"Carpet, floor, and tile installers and finishers","Elementary and middle school teachers",0.0600858369098712,"Husband"
"Construction laborers","Secretaries and administrative assistants",0.0629050705299276,"Husband"
"Construction laborers","Elementary and middle school teachers",0.0564239420510865,"Husband"
"Construction laborers","Registered nurses",0.0407929851315288,"Husband"
"Construction laborers","Maids and housekeepers",0.0278307281738467,"Husband"
"Construction laborers","Nursing, psychiatric, and home health aides",0.0274494853221502,"Husband"
"Construction laborers","Miscellaneous managers",0.0228745711017918,"Husband"
"Construction laborers","Bookkeeping, accounting, and auditing clerks",0.0221120853983988,"Husband"
"Construction laborers","Retail sales supervisors",0.0209683568433092,"Husband"
"Construction laborers","Customer service representatives",0.0202058711399161,"Husband"
"Construction laborers","Office and administrative support supervisors",0.0179184140297369,"Husband"
"Construction equipment operators","Secretaries and administrative assistants",0.0877350044762757,"Husband"
"Construction equipment operators","Registered nurses",0.0492390331244405,"Husband"
"Construction equipment operators","Elementary and middle school teachers",0.0411817367949866,"Husband"
"Construction equipment operators","Licensed practical and licensed vocational nurses",0.0286481647269472,"Husband"
"Construction equipment operators","Customer service representatives",0.0259623992837959,"Husband"
"Construction equipment operators","Retail sales supervisors",0.0232766338406446,"Husband"
"Construction equipment operators","Bookkeeping, accounting, and auditing clerks",0.0232766338406446,"Husband"
"Construction equipment operators","Nursing, psychiatric, and home health aides",0.0232766338406446,"Husband"
"Construction equipment operators","Teacher assistants",0.0214861235452104,"Husband"
"Construction equipment operators","Miscellaneous managers",0.0205908683974933,"Husband"
"Electricians","Secretaries and administrative assistants",0.0715307582260372,"Husband"
"Electricians","Registered nurses",0.0696232713400095,"Husband"
"Electricians","Elementary and middle school teachers",0.0681926561754888,"Husband"
"Electricians","Accountants and auditors",0.0262279446828803,"Husband"
"Electricians","Miscellaneous managers",0.0243204577968526,"Husband"
"Electricians","Office and administrative support supervisors",0.0200286123032904,"Husband"
"Electricians","General office clerks",0.0200286123032904,"Husband"
"Electricians","Customer service representatives",0.0190748688602766,"Husband"
"Electricians","Bookkeeping, accounting, and auditing clerks",0.0181211254172628,"Husband"
"Electricians","Hairdressers",0.016690510252742,"Husband"
"Painters and paperhangers","Secretaries and administrative assistants",0.0813648293963255,"Husband"
"Painters and paperhangers","Registered nurses",0.0459317585301837,"Husband"
"Painters and paperhangers","Maids and housekeepers",0.0393700787401575,"Husband"
"Painters and paperhangers","Elementary and middle school teachers",0.0393700787401575,"Husband"
"Painters and paperhangers","Cashiers",0.0249343832020997,"Husband"
"Painters and paperhangers","Receptionists and information clerks",0.020997375328084,"Husband"
"Painters and paperhangers","Hairdressers",0.0183727034120735,"Husband"
"Painters and paperhangers","Retail sales supervisors",0.0183727034120735,"Husband"
"Painters and paperhangers","Customer service representatives",0.0183727034120735,"Husband"
"Painters and paperhangers","Office and administrative support supervisors",0.0170603674540682,"Husband"
"Pipelayers, plumbers, pipefitters, and steamfitters","Secretaries and administrative assistants",0.0707070707070707,"Husband"
"Pipelayers, plumbers, pipefitters, and steamfitters","Registered nurses",0.0613830613830614,"Husband"
"Pipelayers, plumbers, pipefitters, and steamfitters","Elementary and middle school teachers",0.048951048951049,"Husband"
"Pipelayers, plumbers, pipefitters, and steamfitters","Customer service representatives",0.0271950271950272,"Husband"
"Pipelayers, plumbers, pipefitters, and steamfitters","Bookkeeping, accounting, and auditing clerks",0.0264180264180264,"Husband"
"Pipelayers, plumbers, pipefitters, and steamfitters","Office and administrative support supervisors",0.0233100233100233,"Husband"
"Pipelayers, plumbers, pipefitters, and steamfitters","Accountants and auditors",0.0217560217560218,"Husband"
"Pipelayers, plumbers, pipefitters, and steamfitters","Teacher assistants",0.0202020202020202,"Husband"
"Pipelayers, plumbers, pipefitters, and steamfitters","Miscellaneous managers",0.0186480186480186,"Husband"
"Pipelayers, plumbers, pipefitters, and steamfitters","Retail sales supervisors",0.0186480186480186,"Husband"
"Roofers","Secretaries and administrative assistants",0.0688073394495413,"Husband"
"Roofers","Registered nurses",0.0504587155963303,"Husband"
"Sheet metal workers","Secretaries and administrative assistants",0.0490196078431373,"Husband"
"Sheet metal workers","Accountants and auditors",0.0392156862745098,"Husband"
"Sheet metal workers","Teacher assistants",0.0392156862745098,"Husband"
"Sheet metal workers","Registered nurses",0.0392156862745098,"Husband"
"Sheet metal workers","Miscellaneous managers",0.0359477124183007,"Husband"
"Sheet metal workers","Elementary and middle school teachers",0.0359477124183007,"Husband"
"Structural iron and steel workers","Secretaries and administrative assistants",0.102941176470588,"Husband"
"Building inspectors","Secretaries and administrative assistants",0.0896057347670251,"Husband"
"Building inspectors","Elementary and middle school teachers",0.0573476702508961,"Husband"
"Building inspectors","Accountants and auditors",0.039426523297491,"Husband"
"Highway maintenance workers","Secretaries and administrative assistants",0.104878048780488,"Husband"
"Highway maintenance workers","Elementary and middle school teachers",0.0780487804878049,"Husband"
"Highway maintenance workers","Registered nurses",0.0536585365853659,"Husband"
"Mining machine operators","Secretaries and administrative assistants",0.112426035502959,"Husband"
"Installation and repair supervisors","Secretaries and administrative assistants",0.0753098188751192,"Husband"
"Installation and repair supervisors","Elementary and middle school teachers",0.0648236415633937,"Husband"
"Installation and repair supervisors","Registered nurses",0.0495710200190658,"Husband"
"Installation and repair supervisors","Retail sales supervisors",0.0276453765490944,"Husband"
"Installation and repair supervisors","Miscellaneous managers",0.0247855100095329,"Husband"
"Installation and repair supervisors","Office and administrative support supervisors",0.0247855100095329,"Husband"
"Installation and repair supervisors","Accountants and auditors",0.0219256434699714,"Husband"
"Installation and repair supervisors","Customer service representatives",0.0219256434699714,"Husband"
"Installation and repair supervisors","Nursing, psychiatric, and home health aides",0.0209723546234509,"Husband"
"Installation and repair supervisors","Licensed practical and licensed vocational nurses",0.0181124880838894,"Husband"
"Computer, automated teller, and office machine repairers","Elementary and middle school teachers",0.0930232558139535,"Husband"
"Computer, automated teller, and office machine repairers","Secretaries and administrative assistants",0.0634249471458774,"Husband"
"Computer, automated teller, and office machine repairers","Registered nurses",0.0591966173361522,"Husband"
"Computer, automated teller, and office machine repairers","Accountants and auditors",0.0295983086680761,"Husband"
"Computer, automated teller, and office machine repairers","Bookkeeping, accounting, and auditing clerks",0.0295983086680761,"Husband"
"Computer, automated teller, and office machine repairers","Miscellaneous managers",0.0274841437632135,"Husband"
"Computer, automated teller, and office machine repairers","Customer service representatives",0.0274841437632135,"Husband"
"Radio and telecommunications equipment installers and repairers","Registered nurses",0.0914760914760915,"Husband"
"Radio and telecommunications equipment installers and repairers","Secretaries and administrative assistants",0.0810810810810811,"Husband"
"Radio and telecommunications equipment installers and repairers","Elementary and middle school teachers",0.0478170478170478,"Husband"
